"";"id";"number";"title";"authors";"projectcode";"date";"jel";"lemma";"stem"
"161";167;"2007-013";"Uncertain Paternity, Mating Market Failure, and the Institution of Marriage";"Dirk Bethmann and  Michael Kvasnicka";"C7";"2007-03-20";"D10,  J12,  J13,  D02";"paper investigate media coverage influence macroeconomic information processing bond market provide evidence high media coverage economic topic increase investor attention prior release corresponding economic indicator high medium coverage business cycle lead strong market reaction release gross domestic product industrial production ifo business index low medium coverage high medium coverage price level increase market reaction release producer consumer price index low medium coverage high medium coverage unemployment lead strong market reaction release unemployment rate low medium coverage";"paper investig media coverag influenc macroeconom inform process bond market provid evid high media coverag econom topic increas investor attent prior releas correspond econom indic high media coverag busi cycl lead stronger market reaction releas gross domest product industri product ifo busi index low media coverag high media coverag price level increas market reaction releas produc consum price index low media coverag high media coverag unemploy lead stronger market reaction releas unemploy rate low media coverag"
"162";168;"2007-014";"What Happened to the Transatlantic Capital Market Relations?";"Enzo Weber";"C6";"2007-03-26";"E44,  F31,  C32";"new test constant correlation propose base bivariate student-t distribution test derive lagrange multiplier lm test whereas traditional test e.g. jennrich tang goetzmann li & rouwenhorst specify unknown correlation piecewise constant model-setup correlation coefficient base trigonometric function apply test asset different financial market stock exchange rate metal empirical evidence many correlation vary time";"new test constant correl propos base bivari student-t distribut test deriv lagrang multipli lm test wherea tradit test e.g. jennrich tang goetzmann li & rouwenhorst specifi unknown correl piecewis constant model-setup correl coeffici base trigonometr function apply test asset differ financi market stock exchang rate metal empir evid mani correl vari time"
"163";169;"2007-015";"Who Leads Financial Markets?";"Enzo Weber";"C6";"2007-04-04";"C32,  G15";"paper provide first microeconomic foundation institution marriage base model reproduction mating parental investment child argue marriage serve purpose attenuating risk mate market failure arise incomplete information individual paternity raise cost mate individual marriage circumscribe female infidelity mate poach among man reduce average level paternal uncertainty society direct gain male utility latter induce man invest putative offspring fact benefit woman public good nature child able realize pareto improvement marriage institution hence explain result societal consensus need organize structure mate behavior reproduction society benefit paternal certainty biparental investment offspring";"paper provid first microeconom foundat institut marriag base model reproduct mate parent invest children argu marriag serv purpos attenu risk mate market failur aris incomplet inform individu patern rais cost mate individu marriag circumscrib femal infidel mate poach among men reduc averag level patern uncertainti societi direct gain male util latter induc men invest put offspr fact benefit women public good natur children able realiz pareto improv marriag institut henc explain result societ consensu need organ structur mate behavior reproduct societi benefit patern certainti biparent invest offspr"
"164";170;"2007-016";"Fiscal Policy Rules in Practice";"Andreas Thams";"C6";"2007-04-04";"E62,  E63,  E65";"paper investigate capital market relation euroland usa formally base uncovered interest rate parity uip backward recursive estimation establish long-run equilibrium european us government bond yield since mid-1990 though cointegration can achieve additionally consider exchange rate reason prove stochastic trend common european interest exchange rate consistently explain central bank reaction unfinished learn process role euro furthermore us capital market dominance strongly reduce lead transatlantic interdependence eye level";"paper investig capit market relat euroland usa formal base uncov interest rate pariti uip backward recurs estim establish long-run equilibrium european us govern bond yield sinc mid-1990 though cointegr can achiev addition consid exchang rate reason prove stochast trend common european interest exchang rate consist explain central bank reaction unfinish learn process role euro furthermor us capit market domin strongli reduc lead transatlant interdepend ey level"
"165";171;"2007-017";"Empirical Pricing Kernels and Investor Preferences";"Kai Detlefsen, Wolfgang H‰rdle and  Rouslan Moro";"B1";"2007-04-04";"G12,  G13,  C50";"present paper embark analysis interaction us euroland capital foreign exchange money stock market considering influence financial market volatility estimation carry multivariate egarch model use structural residual approach consequently allow identify contemporaneous effect daily variable structural vars vecms can therefore give answer question financial market leadership generally speak us effect europe still dominate special econometric methodology able uncover otherwise neglect effect reverse direction";"present paper embark analysi interact us euroland capit foreign exchang monei stock market consid influenc financi market volatil estim carri multivari egarch model us structur residu approach consequ allow identifi contemporan effect daili variabl structur var vecm can therefor give answer question financi market leadership gener speak us effect europ still domin special econometr methodologi abl uncov otherwis neglect effect revers direct"
"166";172;"2007-018";"Simultaneous Causality in International Trade";"Enzo Weber";"C6";"2007-04-18";"F10,  C32";"paper analyze german spanish fiscal policy use simple policy rule choose germany spain member states european monetary union emu undergo considerable increase public debt early 1990s focus question fiscal policy behave rise public debt ratio find germany spain generally exhibit positive relationship government revenue debt use markov-switching technique show country undergo change policy behavior light rise debt/ output ratio end 1990s interestingly change policy behavior differ characteristic across country seem non-permanent case germany";"paper analyz german spanish fiscal polici us simpl polici rule choos germani spain member state european monetari union emu underw consider increas public debt earli 1990 focu question fiscal polici behav rise public debt ratio found germani spain gener exhibit posit relationship govern revenu debt using markov-switch techniqu show countri underw chang polici behavior light rise debt/ output ratio end 1990 interestingli chang polici behavior differ characterist across countri seem non-perman case germani"
"167";173;"2007-019";"Regional and Outward Economic Integration in South-East Asia";"Enzo Weber";"C6";"2007-04-18";"E32,  F15,  C32";"paper analyze empirical market utility function pricing kernel derive dax dax option datum market regime consistent parametric framework stochastic volatility use empirical market utility function show region risk proclivity reproduce adopt hypothesis heterogeneous individual investor whose utility function switch point bullish bearish attitude inverse problem find distribution individual switch point formulate space stock return discretization quadratic optimization problem resulting distribution vary time correspond different market regime";"paper analyz empir market util function price kernel deriv dax dax option data market regim consist parametr framework stochast volatil us empir market util function show region risk procliv reproduc adopt hypothesi heterogen individu investor whose util function switch point bullish bearish attitud invers problem find distribut individu switch point formul space stock return discret quadrat optim problem result distribut vari time correspond differ market regim"
"168";174;"2007-020";"Computational Statistics and Data Visualization";"Antony Unwin, Chun-houh Chen and  Wolfgang H‰rdle";"B1";"2007-04-19";"C00,  C19,  C40,  C81,  C87";"paper propose estimate causality bilateral international trade simultaneous system include domestic foreign gdp well mutual trade flow conventional macroeconomic theory mainly follow partial approach like import function export-lead growth focus us relation euroland canada cointegration analysis however reveal system dynamics im- export simply govern us gdp shock conclusion explore source effect international trade see inherently empirical task";"paper propos estim causal bilater intern trade simultan system includ domest foreign gdp well mutual trade flow convent macroeconom theori mainli follow partial approach like import function export-l growth focus us relat euroland canada cointegr analys howev reveal system dynam im- export simpli govern us gdp shock conclus explor sourc effect intern trade seen inher empir task"
"169";175;"2007-021";"Ideology Without Ideologists";"Lydia Mechtenberg";"A6";"2007-04-23";"D72,  D78,  D82";"subject paper tackle question macroeconomic integration south-east asian country south korea singapore taiwan economically analysis base notion stochastic long-run convergence business cycle synchrony gdps accord test cointegration common serial correlation feature reveal high degree coherence long-run growth medium-run fluctuation allow extract common stochastic growth trend common business cycle analysis show component subject strong influence us japan convergence towards mature economy conspicuously appear since 1990s";"subject paper tackl question macroeconom integr south-east asian countri south korea singapor taiwan econom analysi base notion stochast long-run converg busi cycl synchroni gdp accord test cointegr common serial correl featur reveal high degre coher long-run growth medium-run fluctuat allow extract common stochast growth trend common busi cycl analysi show compon subject stronger influenc us japan converg toward matur economi conspicu appear sinc 1990"
"170";176;"2007-022";"A Generalized ARFIMA Process with Markov-Switching Fractional Differencing Parameter";"Wen-Jen Tsay and  Wolfgang H‰rdle";"B1";"2007-04-25";"C14,  C22,  C32,  C52,  C53,  ";"book third volume handbook computational statistics cover field data visualization line companion volume contain collection chapter expert field present reader up-to-date comprehensive overview state art data visualization active area application research good time gather together summary current knowledge graphic display often effective communicate information also often effective communicate information important reason state affair graphics can produce click mouse without thought design graphics take seriously many scientific textbook people seem think prepare good graphics just matter common sense case common sense good shape other believe prepare graphics low-level task appropriate scientific attention volume handbook computational statistics take graphics data visualization seriously";"book third volum handbook comput statist cover field data visual line companion volum contain collect chapter expert field present reader up-to-d comprehens overview state art data visual activ area applic research good time gather togeth summari current knowledg graphic displai often effect commun inform also often effect commun inform import reason state affair graphic can produc click mous without thought design graphic taken serious mani scientif textbook peopl seem think prepar good graphic just matter common sens case common sens good shape other believ prepar graphic low-level task appropri scientif attent volum handbook comput statist take graphic data visual serious"
"171";177;"2007-023";"Time Series Modelling with Semiparametric Factor Dynamics";"Szymon Borak, Wolfgang H‰rdle, Enno Mammen and  Byeong U. Park";"B1";"2007-04-26";"C14,  C32,  G12";"generally democrat increase military spending republicans raise welfare payment mostly ruling politician stick manifesto party current paper provide theoretical explanation phenomenon assume politician voter ideologist explore environment voter politician always prefer policy adequate world state contradict party manifesto policy line manifesto adequate find nevertheless inefficient manifesto-driven policy will often result interaction besides show high degree agreement politician office party basis voter make efficient informed policy rare even impossible homogeneity conviction within party high swing voter behavior can solve problem";"gener democrat increas militari spend republican rais welfar payment mostli rule politician stick manifesto parti current paper provid theoret explan phenomenon assum politician voter ideologist explor environ voter politician alwai prefer polici adequ world state contradict parti manifesto polici line manifesto adequ find nevertheless ineffici manifesto-driven polici will often result interact besid show high degre agreement politician offic parti basi voter make effici inform polici rare even imposs homogen convict within parti high swing voter behavior can solv problem"
"172";178;"2007-024";"From Animal Baits to Investorsí Preference: Estimating and Demixing of the Weight Function in Semiparametric Models for Biased Samples";"Ya'acov Ritov and  Wolfgang H‰rdle";"B1";"2007-05-03";"C10,  C14,  D01,  D81";"propose general class markov-switching-arfima process order combine strand long memory markov-switching literature although coverage class model broad show model can easily estimate dlv algorithm propose algorithm combine durbin-levinson viterbi procedure monte carlo experiment reveal finite sample performance propose algorithm simple mixture model markov-switching mean arfima(1 d process satisfactory apply markov-switching-arfima model u.s. real interest rate nile river level u.s. unemployment rate respectively result highly consistent conjecture make empirical result find literature particularly confirm conjecture beran terrin observation nile river datum seem independent subsequent observation value differencing parameter low first observation subsequent datum";"propos gener class markov-switching-arfima process order combin strand long memori markov-switch literatur although coverag class model broad show model can easili estim dlv algorithm propos algorithm combin durbin-levinson viterbi procedur mont carlo experi reveal finit sampl perform propos algorithm simpl mixtur model markov-switch mean arfima(1 d process satisfactori appli markov-switching-arfima model u.s. real interest rate nile river level u.s. unemploy rate respect result highli consist conjectur made empir result found literatur particularli confirm conjectur beran terrin observ nile river data seem independ subsequ observ valu differenc paramet lower first observ subsequ data"
"173";179;"2007-025";"Statistics of Risk Aversion";"Enzo Giacomini and  Wolfgang H‰rdle";"B1";"2007-05-03";"C14,  G13";"high-dimensional regression problem reveal dynamic behavior typically analyze time propagation number factor inference whole system base low-dimensional time series analysis highdimensional problem occur frequently many different field science paper address problem inference factor factor loading estimate semiparametric method flexible model approach pose important question justified inferential point view base statistical inference estimated time series factor show difference inference base estimated time series true unobserved time series asymptotically negligible result justify fitting vector autoregressive process estimated factor allow study dynamics whole high-dimensional system low-dimensional representation illustrate theory simulation study also apply method study dynamic behavior implied volatility discuss possible application finance economics";"high-dimension regress problem reveal dynam behavior typic analyz time propag number factor infer whole system base low-dimension time seri analysi highdimension problem occur frequent mani differ field scienc paper address problem infer factor factor load estim semiparametr method flexibl model approach pose import question justifi inferenti point view base statist infer estim time seri factor show differ infer base estim time seri true unobserv time seri asymptot neglig result justifi fit vector autoregress process estim factor allow studi dynam whole high-dimension system low-dimension represent illustr theori simul studi also appli method studi dynam behavior impli volatil discuss possibl applic financ econom"
"174";180;"2007-026";"Robust Optimal Control for a Consumption-investment Problem";"Alexander Schied";"A3";"2007-05-18";"G11,  D81";"consider semiparametric model weight function bias sample model object interest parametrizes weight function either euclidean non euclidean model discuss paper motivate estimation mix distribution individual utility function dax market";"consid semiparametr model weight function bias sampl model object interest parametr weight function either euclidean non euclidean model discuss paper motiv estim mix distribut individu util function dax market"
"175";181;"2007-027";"Long Memory Persistence in the Factor of Implied Volatility Dynamics";"Wolfgang H‰rdle and  Julius Mungo";"B1";"2007-05-18";"C14,  C32,  C52,  C53,  G12";"information risk preference investor essential model wide range quantitative finance application valuable information relate preference can extract option price pricing kernel paper pricing kernel term structure estimate time vary approach dax odax datum use dynamic semiparametric factor model (dsfm) dsfm smooth time space simultaneously approximate complex dynamic structure basis function time series load coefficient contradict standard risk aversion assumption estimated pricing kernel indicate risk proclivity certain level return analysis time series load coefficient allow good understanding dynamic behaviour investor preference towards risk";"informat risk prefer investor essenti model wide rang quantit financ applic valuabl inform relat prefer can extract option price price kernel paper price kernel term structur estim time vari approach dax odax data us dynam semiparametr factor model (dsfm) dsfm smooth time space simultan approxim complex dynam structur basi function time seri load coeffici contradict standard risk avers assumpt estim price kernel indic risk procliv certain level return analysi time seri load coeffici allow better understand dynam behaviour investor prefer toward risk"
"176";182;"2007-028";"Macroeconomic Policy in a Heterogeneous Monetary Union";"Oliver Grimm and  Stefan Ried";"C1";"2007-05-18";"E52,  E61,  F42";"give explicit pde characterization solution problem maximize utility terminal wealth intertemporal consumption model uncertainty underlie market model consist risky asset whose volatility long-term trend drive external stochastic factor process robust utility functional define term hara utility function risk aversion parameter keywords optimal consumption robust control model uncertainty incomplete market stochastic volatility coherent risk measures convex duality";"give explicit pde character solut problem maxim util termin wealth intertempor consumpt model uncertainti underli market model consist riski asset whose volatil long-term trend driven extern stochast factor process robust util function defin term hara util function risk avers paramet keyword optimal consumpt robust control model uncertainti incomplet market stochast volatil coher risk measur convex dualiti"
"177";183;"2007-029";"Comparison of Panel Cointegration Tests";"Deniz Dilan Karaman ÷rsal";"C2";"2007-05-18";"C23,  C33,  C15";"volatility imply observed market price function strike time maturity form implied volatility surface iv s) practical application require reduce dimension characterize dynamics small number factor dimension reduction summarize dynamic semiparametric factor model dsfm characterize iv s movement across time multivariate time series factor loading paper focus investigate long range dependence factor loading series result reveal shock volatility persist long time affect significantly stock price appropriate representation series dynamics possibility improve forecasting model long memory level absolute return use class fractional integrated volatility model provide flexible structure capture slow decay autocorrelation function reasonably well";"volatil impli observ market price function strike time matur form impli volatil surfac iv s) practic applic requir reduc dimens character dynam small number factor dimens reduct summar dynam semiparametr factor model dsfm character iv s movement across time multivari time seri factor load paper focus investig long rang depend factor load seri result reveal shock volatil persist long time affect significantli stock price appropri represent seri dynam possibl improv forecast model long memori level absolut return us class fraction integr volatil model provid flexibl structur captur slow decai autocorrel function reason well"
"178";184;"2007-030";"Robust Maximization of Consumption with Logarithmic Utility";"Daniel Hern·ndez-Hern·ndez and  Alexander Schied";"A3";"2007-05-25";"G11,  D81";"use two-country model central bank maximize union-wide welfare fiscal authority minimize comparable slightly different country-wide loss analyze rivalry authority static game compare homogeneous heterogeneous monetary union find welfare loss significantly large heterogeneous union best-performing scenario cooperation authority monetary leadership cooperation fiscal authority harmful whole union country-specific welfare";"us two-countri model central bank maxim union-wid welfar fiscal author minim compar slightli differ country-wid loss analyz rivalri author static game compar homogen heterogen monetari union find welfar loss significantli larger heterogen union best-perform scenario cooper author monetari leadership cooper fiscal author harm whole union<c2> country-specif welfar"
"179";185;"2007-031";"Using Wiki to Build an E-learning System in Statistics in Arabic Language";"Taleb Ahmad, Wolfgang H‰rdle and  Sigbert Klinke";"B1";"2007-05-25";"I21,  C19";"main aim paper compare size size-adjusted power property residual-based maximum-likelihood-based panel cointegration test help monte carlo simulation study panel-p group-p panel-t group-t statistic pedroni standardized lr-bar statistic larsson et al consider simulation result indicate panel-t standardized lr-bar statistic good size power property mong panel cointegration test statistic evaluate finally fisher hypothesis test different datum set oecd country result point existence fisher relation";"main aim paper compar size size-adjust power properti residual-bas maximum-likelihood-bas panel cointegr test help mont carlo simul studi panel-p group-p panel-t group-t statist pedroni standard lr-bar statist larsson et al consid simul result indic panel-t standard lr-bar statist best size power properti mong panel cointegr test statist evalu final fisher hypothesi test differ data set oecd countri result point exist fisher relat"
"180";186;"2007-032";"Visualization of Competitive Market Structure by Means of Choice Data";"Werner Kunz";"B2";"2007-05-25";"D49";"analyze stochastic control approach dynamic maximization robust utility consumption investment robust utility functional define term logarithmic utility dynamically consistent convex risk measure underlie market model diffusion process whose coefficient drive external stochastic factor process main result give condition minimal penalty function robust utility functional value function problem can identify unique classical solution quasilinear pde within class function satisfy certain growth condition";"analyz stochast control approach dynam maxim robust util consumpt invest robust util function defin term logarithm util dynam consist convex risk measur underli market model diffus process whose coeffici driven extern stochast factor process main result give condit minim penalti function robust util function valu function problem can identifi uniqu classic solut quasilinear pde within class function satisfi certain growth condit"
"181";187;"2007-033";"Does International Outsourcing Depress Union Wages?";"Sebastian Braun and  Juliane Scheffel";"C7";"2007-05-25";"F16,  J51,  L24";"e-learning play important role education support online education via computer network provide educational service utilise information technology present case study describe development arabic language elearning course statistic discuss issue concern e-learning arab country special focus problem application e-learning arab world difficulty concern design arabic platform language problem cultural technical problem especially arabtex work difficulty latex format thus wiki offer solution problem wiki support latex statistical program instance r and^wiki offer solution language problem detail technology discuss solution system can serve build arab platform present";"e-learn plai import role educ support onlin educ via comput network provid educ servic utilis inform technologi present case studi describ develop arabic languag elearn cours statist discuss issu concern e-learn arab countri special focu problem applic e-learn arab world difficulti concern design arabic platform languag problem cultur technic problem especi arabtex work difficulti latex format thu wiki offer solut problem wiki support latex statist program instanc r and^wiki offer solut languag problem detail technologi discuss solut system can serv build arab platform present"
"182";188;"2007-034";"A Note on the Effect of Outsourcing on Union Wages";"Sebastian Braun and  Juliane Scheffel";"C7";"2007-05-25";"";"paper present method visualize competitive market structure base scanner panel datum asymmetry take account combine consumer choice model base mixed logit model three-mode principal component analysis approach can use unfold competitive market structure map methodology present able quantify clout receptivity various brand result can visualize time use approach guideline promotional activity new brand can provide possible threat competition detect";"paper present method visual competit market structur base scanner panel data asymmetri taken account combin consum choic model base mix logit model three-mod princip compon analysi approach can us unfold competit market structur map methodologi present abl quantifi clout recept variou brand result can visual time using approach guidelin promot activ new brand can provid possibl threat competit detect"
"183";189;"2007-035";"Estimating Probabilities of Default With Support Vector Machines";"Wolfgang H‰rdle, Rouslan Moro and  Dorothea Sch‰fer";"B1";"2007-06-01";"C14,  G33,  C45";"paper provide first empirical evidence effect outsource union wage use link employer-employee datum germany find low skilled worker experience decline union wage premium work industry high outsourcing intensity finding apply firm- sector-level agreement hence outsourcing appear deteriorate bargaining position union outsourcing find negative effect wage low skilled employee cover collective bargaining agreement wage medium skilled worker largely unaffected outsourcing high skilled worker see wage rise industry high level outsourcing interaction coverage outsourcing skill group";"paper provid first empir evid effect outsourc union wage us link employer-employe data germani find low skill worker experi declin union wage premium work industri high outsourc intens find appli firm- sector-level agreement henc outsourc appear deterior bargain posit union outsourc found neg effect wage low skill employe cover collect bargain agreement wage medium skill worker larg unaffect outsourc high skill worker see wage rise industri high level outsourc interact coverag outsourc skill group"
"184";190;"2007-036";"Yxilon ñ A Client/Server Based Statistical Environment";"Wolfgang H‰rdle, Sigbert Klinke and  Uwe Ziegenhagen";"B1";"2007-06-01";"C88";"analyze effect outsource union wage simple two-stage game firm union contrast public perception ease firm can outsource part production necessarily reduce wage set union even simple model framework surprisingly large number conflicting effect establish";"analyz effect outsourc union wage simpl two-stag game firm union contrast public percept eas firm can outsourc part product necessarili reduc wage set union even simpl model framework surprisingli larg number conflict effect establish"
"185";191;"2007-037";"Calibrating CAT bonds for Mexican earthquakes";"Wolfgang H‰rdle and  Brenda LÛpez Cabrera";"B1";"2007-06-22";"G19,  G29,  N26,  N56,  Q29,  ";"paper propose rating methodology base non-linear classification method support vector machine non-parametric technique map rating score probability default give introduction underlie statistical model represent result test approach german bundesbank datum particular discuss selection variable give comparison traditional approach discriminant analysis logit regression result demonstrate svm clear advantage method variable test";"paper propos rate methodologi base non-linear classif method support vector machin non-parametr techniqu map rate score probabl default give introduct underli statist model repres result test approach german bundesbank data particular discuss select variabl give comparison tradit approach discrimin analysi logit regress result demonstr svm clear advantag method variabl test"
"186";192;"2007-038";"Economic Integration and the Foreign Exchange";"Enzo Weber";"C6";"2007-07-06";"F31,  F41,  C32";"along many other agree modern education statistic need incorporate practical analysis real datasets usually complex common example find standard textbook software use teaching statistic include standard spreadsheet environment openoffice excel dedicated commercial non-commercial package r minitab spss freely available yxilon environment add another package proliferate statistical programming language xplore use modern client/ server base architecture architecture capability serve statistical result variety flavor different group user paper describe general setup yxilon environment present selected technical detail";"along mani other agre modern educ statist need incorpor practic analysi real dataset usual complex common exampl found standard textbook softwar us teach statist includ standard spreadsheet environ openoffic excel dedic commerci non-commerci packag r minitab spss freeli avail yxilon environ add anoth packag prolifer statist program languag xplore us modern client/ server base architectur architectur capabl serv statist result varieti flavor differ group user paper describ gener setup yxilon environ present select technic detail"
"187";193;"2007-039";"Tracking Down the Business Cycle: A Dynamic Factor Model For Germany 1820-1913";"Samad Sarferaz and  Martin Uebele";"C5";"2007-07-06";"E32,  C11,  C32,  N13";"study natural catastrophe model play important role prevention mitigation disaster occurrence natural disaster reconstruction can finance catastrophe bond cat bond reinsurance paper examine calibration real parametric cat bond earthquake sponsor mexican government calibration cat bond base estimation intensity rate describe earthquake process side contract reinsurance capital market historical datum result demonstrate specific condition financial strategy government mix reinsurance cat bond optimal sense provide coverage usd low cost reinsurance since variable can affect value loss cause earthquake e.g. magnitude depth city impact etc also derive price hypothetical modeled-index coupon cat bond earthquake base compound doubly stochastic poisson pricing methodology essence hybrid trigger combine model loss index trigger type try reduce basis risk bear sponsor still preserve non-indemnity trigger mechanism result indicate zero coupon cat bond price increase threshold level increase decrease expiration time increase due quality datum result show expect loss considerably important valuation cat bond entire distribution loss";"studi natur catastroph model plai import role prevent mitig disast occurr natur disast reconstruct can financ catastroph bond cat bond reinsur paper examin calibr real parametr cat bond earthquak sponsor mexican govern calibr cat bond base estim intens rate describ earthquak process side contract reinsur capit market histor data result demonstr specif condit financi strategi govern mix reinsur cat bond optim sens provid coverag usd lower cost reinsur sinc variabl can affect valu loss caus earthquak e.g. magnitud depth citi impact etc also deriv price hypothet modeled-index coupon cat bond earthquak base compound doubli stochast poisson price methodologi essenc hybrid trigger combin model loss index trigger type try reduc basi risk born sponsor still preserv non-indemn trigger mechan result indic zero coupon cat bond price increas threshold level increas decreas expir time increas due qualiti data result show expect loss consider import valuat cat bond entir distribut loss"
"188";194;"2007-040";"Optimal Policy Under Model Uncertainty: A Structural-Bayesian Estimation Approach";"Alexander Kriwoluzky and  Christian Stoltenberg";"C1";"2007-07-13";"E32,  C51,  E52.";"paper demonstrate effect economic convergence process foreign exchange behaviour monetary model approach since exchange rate represent relative price currency commonness stochastic trend fundamental determinant supply demand underlie monies restrict exchange rate movement transitory fluctuation spirit optimal currency area potential serve criterion all-round integration economy empirically constellation find australia new zealand whereas diverge trend money interest rate characterise relation australia towards us";"paper demonstr effect econom converg process foreign exchang behaviour monetari model approach sinc exchang rate repres rel price currenc common stochast trend fundament determin suppli demand underli moni restrict exchang rate movement transitori fluctuat spirit optim currenc area potenti serv criterion all-round integr economi empiric constel found australia new zealand wherea diverg trend monei interest rate characteris relat australia toward us"
"189";195;"2007-041";"QuantNet ñ A Database-Driven Online Repository of Scientific Information";"Anton Andriyashin and  Wolfgang H‰rdle";"B1";"2007-07-13";"C88,  C89.";"use bayesian dynamic factor model measure germany pre world war economic activity procedure make good use exist time series datum historical national accounting investigate industrialization propose look comovement sector find germany industrial sector develop earlier state literature since 1860s agricultural time series comove business cycle anymore also bulk comovement can trace back series represent industrial production investment demand industrial input factor impressingly confirm stock price index lead factor year also find evidence early market integration 1820s 1830s business cycle date aim resolve debate german business cycle history give often unsatisfactory quality national accounting datum 19th century show advantage dynamic factor model make efficient use rare historical time series";"us bayesian dynam factor model measur germany<c2> pre world war econom activ procedur make better us exist time seri data histor nation account investig industri propos look comov sector find germany<c2> industri sector develop earlier state literatur sinc 1860 agricultur time seri comov busi cycl anymor also bulk comov can trace back seri repres industri product invest demand industri input factor impressingli confirm stock price index lead factor year also find evid earli market integr 1820 1830 busi cycl date aim resolv debat german busi cycl histori given often unsatisfactori qualiti nation account data 19th centuri show advantag dynam factor model make effici us rare histor time seri"
"190";196;"2007-042";"Exchange Rate Uncertainty and Trade Growth - A Comparison of Linear and Nonlinear (Forecasting) Models";"Helmut Herwartz and  Henning Weber";"C3";"2007-07-13";"F14,  F17";"paper propose novel methodology analyze optimal policy model uncertainty micro-founded macroeconomic model application assess relevant source uncertainty optimal conduct monetary policy within parameter uncertainty across model specification uncertainty use eu datum parameter uncertainty matter zero bind interest rate explicitly take account case optimal monetary policy highly sensitive respect specification uncertainty imply substantial welfare gain robustly-optimal rule incorporate risk";"paper propos novel methodologi analyz optim polici model uncertainti micro-found macroeconom model applic assess relev sourc uncertainti optim conduct monetari polici within paramet uncertainti across model specif uncertainti us eu data paramet uncertainti matter zero bound interest rate explicitli taken account case optim monetari polici highli sensit respect specif uncertainti impli substanti welfar gain robustly-optim rule incorpor risk"
"191";197;"2007-043";"How do Rating Agencies Score in Predicting Firm Performance";"Gunter Lˆffler and  Peter N. Posch";"D";"2007-08-01";"C33,  G20,  G33";"study framework online database-driven repository information quantnet present quantnet aim ease process web publishing unfamiliar technical detail markup language time advance user provide easy user style markup tool flexible trouble-free application administration top priority realm special emphasis put construction metalanguage contain simple possible structure different stage low-level text processing via atox transformation xml document via xslt php mysql thoroughly describe motivation possible application extension like dtd preliminary document check base analytic grammar form provide";"studi framework onlin database-driven repositori inform quantnet present quantnet aim eas process web publish unfamiliar technic detail markup languag time advanc user provid easi user style markup tool flexibl trouble-fre applic administr top prioriti realm special emphasi put construct metalanguag contain simplest possibl structur differ stage low-level text process via atox transform xml document via xslt php mysql thoroughli describ motiv possibl applic extens like dtd preliminari document check base analyt grammar form provid"
"192";199;"2007-045";"Promotion Tournaments and Individual Performance Pay";"Anja Schˆttner and  Veikko Thiele";"A4";"2007-08-01";"D82,  D86,  M52";"huge body empirical theoretical literature emerge relationship foreign exchange fx uncertainty international trade empirical finding impact fx uncertainty trade figure good weak often ambiguous respect direction almost empirical contribution assume estimate linear relationship possible nonlinearity state dependence causal link fx uncertainty trade mostly ignore yet addition widely use regression model evaluate term ex-ante forecasting paper analyze impact fx uncertainty sectoral category multilateral export import industrialized economy particularly provide comparison linear nonlinear model respect ex-ante forecasting term average rank absolute forecast error nonlinear model outperform common linear model specification building assumption fx uncertainty trade growth uncorrelated result support view relationship interest might nonlinear moreover lack homogeneity across country economic sector contrast import vs export";"huge bodi empir theoret literatur emerg relationship foreign exchang fx uncertainti intern trade empiric find impact fx uncertainti trade figur best weak often ambigu respect direct almost empir contribut assum estim linear relationship possibl nonlinear state depend causal link fx uncertainti trade mostli ignor yet addit wide us regress model evalu term ex-ant forecast paper analyz impact fx uncertainti sector categori multilater export import industri economi particularli provid comparison linear nonlinear model respect ex-ant forecast term averag rank absolut forecast error nonlinear model outperform common linear model specif build assumpt fx uncertainti trade growth uncorrel result support view relationship interest might nonlinear moreov lack homogen across countri econom sector contrast import v export"
"193";200;"2007-046";"Estimation with the Nested Logit Model: Specifications and Software Particularities";"Nadja Silberhorn, Yasemin Boztug and  Lutz Hildebrandt";"B2";"2007-08-01";"C13,  C31,  C87,  M31";"use dynamic panel analysis examine whether credit rating agency achieve claim achieve namely look future assign rating find moody's rating help predict individual financial ratio horizon year rating also predict multivariate credit score year contribution rating appear economically significant robust different specification";"us dynam panel analysi examin whether credit rate agenc achiev claim achiev name look futur assign rate find moody' rate help predict individu financi ratio horizon year rate also predict multivari credit score year contribut rate appear econom signific robust differ specif"
